0.001	0.998867187500001
0.006	0.993281250000001
0.011	0.987539062500001
0.016	0.981796875000001
0.021	0.975898437500001
0.026	0.970000000000001
0.031	0.963945312500001
0.036	0.957890625000001
0.041	0.951757812500001
0.046	0.945468750000001
0.051	0.939179687500001
0.056	0.932812500000001
0.061	0.926367187500001
0.066	0.919921875000001
0.071	0.913320312500001
0.076	0.906718750000001
0.081	0.900039062500001
0.086	0.893359375000001
0.091	0.886601562500001
0.096	0.879765625000001
0.101	0.873007812500001
0.106	0.866093750000001
0.111	0.859257812500001
0.116	0.852343750000001
0.121	0.845429687500001
0.126	0.838515625000001
0.131	0.831523437500001
0.136	0.824609375000001
0.141	0.817695312500001
0.146	0.810859375000001
0.151	0.804023437500001
0.156	0.797187500000001
0.161	0.790429687500002
0.166	0.783671875000002
0.171	0.776992187500002
0.176	0.770390625000002
0.181	0.763867187500002
0.186	0.757421875000002
0.191	0.751054687500002
0.196	0.744765625000002
0.201	0.738554687500002
0.206	0.732500000000002
0.211	0.726523437500002
0.216	0.720703125000002
0.221	0.714960937500002
0.226	0.709296875000002
0.231	0.703789062500002
0.236	0.698437500000002
0.241	0.693164062500002
0.246	0.687968750000002
0.251	0.682929687500002
0.256	0.677968750000002
0.261	0.673164062500002
0.266	0.668437500000002
0.271	0.663867187500002
0.276	0.659375000000002
0.281	0.654960937500003
0.286	0.650703125000003
0.291	0.646445312500003
0.296	0.642343750000003
0.301	0.638320312500003
0.306	0.634375000000003
0.311	0.630507812500003
0.316	0.626640625000003
0.321	0.622929687500003
0.326	0.619296875000003
0.331	0.615664062500003
0.336	0.612109375000003
0.341	0.608632812500003
0.346	0.605156250000004
0.351	0.601757812500004
0.356	0.598437500000004
0.361	0.595117187500004
0.366	0.591796875000004
0.371	0.588554687500004
0.376	0.585390625000004
0.381	0.582226562500004
0.386	0.579062500000004
0.391	0.575898437500004
0.396	0.572812500000004
0.401	0.569726562500005
0.406	0.566718750000005
0.411	0.563632812500005
0.416	0.560625000000005
0.421	0.557617187500005
0.426	0.554609375000005
0.431	0.551679687500005
0.436	0.548671875000005
0.441	0.545742187500005
0.446	0.542734375000005
0.451	0.539804687500005
0.456	0.536875000000005
0.461	0.533945312500005
0.466	0.531015625000005
0.471	0.528085937500005
0.476	0.525156250000005
0.481	0.522226562500005
0.486	0.519296875000005
0.491	0.516367187500005
0.496	0.513437500000005
