width,height,filling_factor,t,u_ib,qmc,E_imp,E_imp_err,E_no_imp,E_no_imp_err,E_p,E_p_err
2,2,1.0,0.06,-0.3,false,-0.7981664230651786,0.0,-0.48854201570776407,0.0,-0.30962440735741453,0.0
2,2,1.0,0.06,-0.2,false,-0.692715732840577,0.0,-0.48854201570776407,0.0,-0.2041737171328129,0.0
2,2,1.0,0.06,-0.1,false,-0.5895718857229248,0.0,-0.48854201570776407,0.0,-0.10102987001516078,0.0
2,2,1.0,0.06,0.0,false,-0.48854201570776407,0.0,-0.48854201570776407,0.0,0.0,0.0
2,2,1.0,0.06,0.1,false,-0.3895801078507761,0.0,-0.48854201570776407,0.0,0.09896190785698794,0.0
2,2,1.0,0.06,0.2,false,-0.2927835280501798,0.0,-0.48854201570776407,0.0,0.19575848765758425,0.0
2,2,1.0,0.06,0.3,false,-0.1984068860747467,0.0,-0.48854201570776407,0.0,0.29013512963301735,0.0
2,2,1.0,0.06,0.4,false,-0.10689403605333889,0.0,-0.48854201570776407,0.0,0.3816479796544252,0.0
2,2,1.0,0.06,0.5,false,-0.01892728962490598,0.0,-0.48854201570776407,0.0,0.4696147260828581,0.0
2,2,1.0,0.06,0.6,false,0.0645160312219656,0.0,-0.48854201570776407,0.0,0.5530580469297297,0.0
2,2,1.0,0.06,0.7,false,0.142134486098518,0.0,-0.48854201570776407,0.0,0.6306765018062821,0.0
2,2,1.0,0.06,0.8,false,0.2123808113908489,0.0,-0.48854201570776407,0.0,0.700922827098613,0.0
2,2,1.0,0.06,0.9,false,0.2737554696723644,0.0,-0.48854201570776407,0.0,0.7622974853801285,0.0
2,2,1.0,0.06,1.0,false,0.32531574394467777,0.0,-0.48854201570776407,0.0,0.8138577596524419,0.0
2,2,1.0,0.06,1.1,false,0.3671170938316461,0.0,-0.48854201570776407,0.0,0.8556591095394102,0.0
2,2,1.0,0.06,1.2,false,0.4002013944058569,0.0,-0.48854201570776407,0.0,0.8887434101136209,0.0
2,2,1.0,0.06,1.3,false,0.42614384275278183,0.0,-0.48854201570776407,0.0,0.914685858460546,0.0
2,2,1.0,0.06,1.4,false,0.4465512335064591,0.0,-0.48854201570776407,0.0,0.9350932492142232,0.0
2,2,1.0,0.06,1.5,false,0.4627829983228625,0.0,-0.48854201570776407,0.0,0.9513250140306266,0.0
2,2,1.0,0.06,1.6,false,0.4758851064725418,0.0,-0.48854201570776407,0.0,0.9644271221803058,0.0
2,2,1.0,0.06,1.7,false,0.4866279392872838,0.0,-0.48854201570776407,0.0,0.9751699549950479,0.0
2,2,1.0,0.06,1.8,false,0.4955705829680691,0.0,-0.48854201570776407,0.0,0.9841125986758332,0.0
2,2,1.0,0.06,1.9,false,0.5031191890969399,0.0,-0.48854201570776407,0.0,0.991661204804704,0.0
2,2,1.0,0.06,2.0,false,0.5095715249638652,0.0,-0.48854201570776407,0.0,0.9981135406716293,0.0
2,2,1.0,0.1,-2.0,false,-4.132556070656749,0.0,-1.0728524459134698,0.0,-3.059703624743279,0.0
2,2,1.0,0.1,-1.9,false,-3.91161778435085,0.0,-1.0728524459134698,0.0,-2.8387653384373803,0.0
2,2,1.0,0.1,-1.8,false,-3.699321976339577,0.0,-1.0728524459134698,0.0,-2.626469530426107,0.0
2,2,1.0,0.1,-1.7,false,-3.495313984544662,0.0,-1.0728524459134698,0.0,-2.4224615386311923,0.0
2,2,1.0,0.1,-1.6,false,-3.299280718780961,0.0,-1.0728524459134698,0.0,-2.226428272867491,0.0
2,2,1.0,0.1,-1.5,false,-3.110988735325187,0.0,-1.0728524459134698,0.0,-2.038136289411717,0.0
2,2,1.0,0.1,-1.4,false,-2.9302885801786354,0.0,-1.0728524459134698,0.0,-1.8574361342651655,0.0
2,2,1.0,0.1,-1.3,false,-2.757089965571169,0.0,-1.0728524459134698,0.0,-1.684237519657699,0.0
2,2,1.0,0.1,-1.2,false,-2.591317475465089,0.0,-1.0728524459134698,0.0,-1.5184650295516193,0.0
2,2,1.0,0.1,-1.1,false,-2.432859801426378,0.0,-1.0728524459134698,0.0,-1.360007355512908,0.0
2,2,1.0,0.1,-1.0,false,-2.2815269666117506,0.0,-1.0728524459134698,0.0,-1.2086745206982807,0.0
2,2,1.0,0.1,-0.9,false,-2.1370278034629626,0.0,-1.0728524459134698,0.0,-1.0641753575494928,0.0
2,2,1.0,0.1,-0.8,false,-1.9989732720361455,0.0,-1.0728524459134698,0.0,-0.9261208261226757,0.0
2,2,1.0,0.1,-0.7,false,-1.8669023925781587,0.0,-1.0728524459134698,0.0,-0.7940499466646889,0.0
2,2,1.0,0.1,-0.6,false,-1.7403210203391823,0.0,-1.0728524459134698,0.0,-0.6674685744257125,0.0
2,2,1.0,0.1,-0.5,false,-1.618742293707446,0.0,-1.0728524459134698,0.0,-0.5458898477939762,0.0
2,2,1.0,0.1,-0.4,false,-1.501720671448917,0.0,-1.0728524459134698,0.0,-0.42886822553544723,0.0
2,2,1.0,0.1,-0.3,false,-1.3888761659502074,0.0,-1.0728524459134698,0.0,-0.3160237200367375,0.0
2,2,1.0,0.1,-0.2,false,-1.2799091526195199,0.0,-1.0728524459134698,0.0,-0.20705670670605003,0.0
2,2,1.0,0.1,-0.1,false,-1.174608045000785,0.0,-1.0728524459134698,0.0,-0.10175559908731513,0.0
2,2,1.0,0.1,0.0,false,-1.0728524459134698,0.0,-1.0728524459134698,0.0,0.0,0.0
2,2,1.0,0.1,0.1,false,-0.9746137789730338,0.0,-1.0728524459134698,0.0,0.09823866694043604,0.0
2,2,1.0,0.1,0.2,false,-0.8799543942490732,0.0,-1.0728524459134698,0.0,0.19289805166439666,0.0
2,2,1.0,0.1,0.3,false,-0.7890249866345643,0.0,-1.0728524459134698,0.0,0.2838274592789055,0.0
2,2,1.0,0.1,0.4,false,-0.7020589639127567,0.0,-1.0728524459134698,0.0,0.37079348200071316,0.0
2,2,1.0,0.1,0.5,false,-0.6193612688373688,0.0,-1.0728524459134698,0.0,0.4534911770761011,0.0
2,2,1.0,0.1,0.6,false,-0.5412884241506333,0.0,-1.0728524459134698,0.0,0.5315640217628366,0.0
2,2,1.0,0.1,0.7,false,-0.4682169064538837,0.0,-1.0728524459134698,0.0,0.6046355394595861,0.0
2,2,1.0,0.1,0.8,false,-0.40049925005707726,0.0,-1.0728524459134698,0.0,0.6723531958563926,0.0
2,2,1.0,0.1,0.9,false,-0.3384119413090306,0.0,-1.0728524459134698,0.0,0.7344405046044393,0.0
2,2,1.0,0.1,1.0,false,-0.28210496256262435,0.0,-1.0728524459134698,0.0,0.7907474833508454,0.0
2,2,1.0,0.1,1.1,false,-0.2315664392927723,0.0,-1.0728524459134698,0.0,0.8412860066206975,0.0
2,2,1.0,0.1,1.2,false,-0.18661357749386684,0.0,-1.0728524459134698,0.0,0.886238868419603,0.0
2,2,1.0,0.1,1.3,false,-0.146912610874815,0.0,-1.0728524459134698,0.0,0.9259398350386548,0.0
2,2,1.0,0.1,1.4,false,-0.11202032985890686,0.0,-1.0728524459134698,0.0,0.960832116054563,0.0
2,2,1.0,0.1,1.5,false,-0.08143391433661835,0.0,-1.0728524459134698,0.0,0.9914185315768514,0.0
2,2,1.0,0.1,1.6,false,-0.05463661643524404,0.0,-1.0728524459134698,0.0,1.0182158294782258,0.0
2,2,1.0,0.1,1.7,false,-0.031132011098045777,0.0,-1.0728524459134698,0.0,1.041720434815424,0.0
2,2,1.0,0.1,1.8,false,-0.010465132955813784,0.0,-1.0728524459134698,0.0,1.062387312957656,0.0
2,2,1.0,0.1,1.9,false,0.007767560870480772,0.0,-1.0728524459134698,0.0,1.0806200067839506,0.0
2,2,1.0,0.1,2.0,false,0.023916122573232473,0.0,-1.0728524459134698,0.0,1.0967685684867023,0.0
2,3,1.0,0.02,-2.0,false,-3.200105289208528,0.0,-0.10975153868177596,0.0,-3.090353750526752,0.0
2,3,1.0,0.02,-1.9,false,-2.9561909835834594,0.0,-0.10975153868177596,0.0,-2.8464394449016837,0.0
2,3,1.0,0.02,-1.8,false,-2.734871353213458,0.0,-0.10975153868177596,0.0,-2.6251198145316823,0.0
2,3,1.0,0.02,-1.7,false,-2.5246869685799025,0.0,-0.10975153868177596,0.0,-2.4149354298981267,0.0
2,3,1.0,0.02,-1.6,false,-2.319589191097343,0.0,-0.10975153868177596,0.0,-2.209837652415567,0.0
2,3,1.0,0.02,-1.5,false,-2.1172069784562564,0.0,-0.10975153868177596,0.0,-2.0074554397744806,0.0
2,3,1.0,0.02,-1.4,false,-1.9166806178150277,0.0,-0.10975153868177596,0.0,-1.8069290791332517,0.0
2,3,1.0,0.02,-1.3,false,-1.7179555324701854,0.0,-0.10975153868177596,0.0,-1.6082039937884094,0.0
2,3,1.0,0.02,-1.2,false,-1.5219862483773032,0.0,-0.10975153868177596,0.0,-1.4122347096955272,0.0
2,3,1.0,0.02,-1.1,false,-1.3328742101823492,0.0,-0.10975153868177596,0.0,-1.2231226715005732,0.0
2,3,1.0,0.02,-1.0,false,-1.1659373459724882,0.0,-0.10975153868177596,0.0,-1.0561858072907122,0.0
2,3,1.0,0.02,-0.9,false,-1.0354184693069968,0.0,-0.10975153868177596,0.0,-0.9256669306252208,0.0
2,3,1.0,0.02,-0.8,false,-0.9235918282550709,0.0,-0.10975153868177596,0.0,-0.8138402895732949,0.0
2,3,1.0,0.02,-0.7,false,-0.8179540191071509,0.0,-0.10975153868177596,0.0,-0.7082024804253749,0.0
2,3,1.0,0.02,-0.6,false,-0.7147808263466763,0.0,-0.10975153868177596,0.0,-0.6050292876649003,0.0
2,3,1.0,0.02,-0.5,false,-0.6128138472718954,0.0,-0.10975153868177596,0.0,-0.5030623085901194,0.0
2,3,1.0,0.02,-0.4,false,-0.5115320944090578,0.0,-0.10975153868177596,0.0,-0.40178055572728183,0.0
2,3,1.0,0.02,-0.3,false,-0.4106868618677314,0.0,-0.10975153868177596,0.0,-0.30093532318595545,0.0
2,3,1.0,0.02,-0.2,false,-0.3101486914645241,0.0,-0.10975153868177596,0.0,-0.20039715278274817,0.0
2,3,1.0,0.02,-0.1,false,-0.20984831402493423,0.0,-0.10975153868177596,0.0,-0.10009677534315826,0.0
2,3,1.0,0.02,0.0,false,-0.10975153868177596,0.0,-0.10975153868177596,0.0,0.0,0.0
2,3,1.0,0.02,0.1,false,-0.00984871710676624,0.0,-0.10975153868177596,0.0,0.09990282157500972,0.0
2,3,1.0,0.02,0.2,false,0.08984785006553637,0.0,-0.10975153868177596,0.0,0.19959938874731234,0.0
2,3,1.0,0.02,0.3,false,0.18929995727697416,0.0,-0.10975153868177596,0.0,0.29905149595875014,0.0
2,3,1.0,0.02,0.4,false,0.2884304468183386,0.0,-0.10975153868177596,0.0,0.3981819855001146,0.0
2,3,1.0,0.02,0.5,false,0.38709169453806946,0.0,-0.10975153868177596,0.0,0.4968432332198454,0.0
2,3,1.0,0.02,0.6,false,0.48498677198004136,0.0,-0.10975153868177596,0.0,0.5947383106618174,0.0
2,3,1.0,0.02,0.7,false,0.5814422129385225,0.0,-0.10975153868177596,0.0,0.6911937516202985,0.0
2,3,1.0,0.02,0.8,false,0.6745876213446094,0.0,-0.10975153868177596,0.0,0.7843391600263854,0.0
2,3,1.0,0.02,0.9,false,0.7575260919925987,0.0,-0.10975153868177596,0.0,0.8672776306743747,0.0
2,3,1.0,0.02,1.0,false,0.8086134904664799,0.0,-0.10975153868177596,0.0,0.9183650291482559,0.0
2,3,1.0,0.02,1.1,false,0.8257379005448859,0.0,-0.10975153868177596,0.0,0.935489439226662,0.0
2,3,1.0,0.02,1.2,false,0.831997817910522,0.0,-0.10975153868177596,0.0,0.941749356592298,0.0
2,3,1.0,0.02,1.3,false,0.8351718888571871,0.0,-0.10975153868177596,0.0,0.9449234275389631,0.0
2,3,1.0,0.02,1.4,false,0.8371358235698951,0.0,-0.10975153868177596,0.0,0.9468873622516711,0.0
2,3,1.0,0.02,1.5,false,0.8385006779228268,0.0,-0.10975153868177596,0.0,0.9482522166046028,0.0
2,3,1.0,0.02,1.6,false,0.8395208655779988,0.0,-0.10975153868177596,0.0,0.9492724042597748,0.0
2,3,1.0,0.02,1.7,false,0.840321584598724,0.0,-0.10975153868177596,0.0,0.9500731232805,0.0
2,3,1.0,0.02,1.8,false,0.8409721494248458,0.0,-0.10975153868177596,0.0,0.9507236881066218,0.0
2,3,1.0,0.02,1.9,false,0.841514405985866,0.0,-0.10975153868177596,0.0,0.951265944667642,0.0
2,3,1.0,0.02,2.0,false,0.8419753359036348,0.0,-0.10975153868177596,0.0,0.9517268745854108,0.0
2,3,1.0,0.06,-2.0,false,-3.7801368407012177,0.0,-0.547411168870215,0.0,-3.2327256718310027,0.0
2,3,1.0,0.06,-1.9,false,-3.532664770231113,0.0,-0.547411168870215,0.0,-2.985253601360898,0.0
2,3,1.0,0.06,-1.8,false,-3.297006249475633,0.0,-0.547411168870215,0.0,-2.749595080605418,0.0
2,3,1.0,0.06,-1.7,false,-3.0722152717134157,0.0,-0.547411168870215,0.0,-2.5248041028432007,0.0
2,3,1.0,0.06,-1.6,false,-2.8569929472517943,0.0,-0.547411168870215,0.0,-2.3095817783815793,0.0
2,3,1.0,0.06,-1.5,false,-2.6502010052040714,0.0,-0.547411168870215,0.0,-2.1027898363338564,0.0
2,3,1.0,0.06,-1.4,false,-2.4511811750231547,0.0,-0.547411168870215,0.0,-1.9037700061529397,0.0
2,3,1.0,0.06,-1.3,false,-2.2598889514290676,0.0,-0.547411168870215,0.0,-1.7124777825588526,0.0
2,3,1.0,0.06,-1.2,false,-2.0769086135831043,0.0,-0.547411168870215,0.0,-1.5294974447128893,0.0
2,3,1.0,0.06,-1.1,false,-1.9033335491073256,0.0,-0.547411168870215,0.0,-1.3559223802371105,0.0
2,3,1.0,0.06,-1.0,false,-1.740403725519299,0.0,-0.547411168870215,0.0,-1.192992556649084,0.0
2,3,1.0,0.06,-0.9,false,-1.5888738476173183,0.0,-0.547411168870215,0.0,-1.0414626787471033,0.0
2,3,1.0,0.06,-0.8,false,-1.4484433853885665,0.0,-0.547411168870215,0.0,-0.9010322165183515,0.0
2,3,1.0,0.06,-0.7,false,-1.317752336556764,0.0,-0.547411168870215,0.0,-0.770341167686549,0.0
2,3,1.0,0.06,-0.6,false,-1.1949285894663793,0.0,-0.547411168870215,0.0,-0.6475174205961642,0.0
2,3,1.0,0.06,-0.5,false,-1.078168597060575,0.0,-0.547411168870215,0.0,-0.53075742819036,0.0
2,3,1.0,0.06,-0.4,false,-0.9660266507897163,0.0,-0.547411168870215,0.0,-0.41861548191950126,0.0
2,3,1.0,0.06,-0.3,false,-0.857457360314601,0.0,-0.547411168870215,0.0,-0.31004619144438594,0.0
2,3,1.0,0.06,-0.2,false,-0.751755561596566,0.0,-0.547411168870215,0.0,-0.20434439272635097,0.0
2,3,1.0,0.06,-0.1,false,-0.648482540654609,0.0,-0.547411168870215,0.0,-0.10107137178439396,0.0
2,3,1.0,0.06,0.0,false,-0.547411168870215,0.0,-0.547411168870215,0.0,0.0,0.0
2,3,1.0,0.06,0.1,false,-0.4484971294206658,0.0,-0.547411168870215,0.0,0.09891403944954924,0.0
2,3,1.0,0.06,0.2,false,-0.3518768022677983,0.0,-0.547411168870215,0.0,0.1955343666024167,0.0
2,3,1.0,0.06,0.3,false,-0.25789310505615803,0.0,-0.547411168870215,0.0,0.289518063814057,0.0
2,3,1.0,0.06,0.4,false,-0.16715245299769405,0.0,-0.547411168870215,0.0,0.38025871587252097,0.0
2,3,1.0,0.06,0.5,false,-0.08061265313425385,0.0,-0.547411168870215,0.0,0.46679851573596115,0.0
2,3,1.0,0.06,0.6,false,0.000321392897162057,0.0,-0.547411168870215,0.0,0.5477325617673771,0.0
2,3,1.0,0.06,0.7,false,0.07378655006041562,0.0,-0.547411168870215,0.0,0.6211977189306306,0.0
2,3,1.0,0.06,0.8,false,0.13773868930005922,0.0,-0.547411168870215,0.0,0.6851498581702742,0.0
2,3,1.0,0.06,0.9,false,0.1906811918283984,0.0,-0.547411168870215,0.0,0.7380923606986134,0.0
2,3,1.0,0.06,1.0,false,0.232491026241734,0.0,-0.547411168870215,0.0,0.779902195111949,0.0
2,3,1.0,0.06,1.1,false,0.26451914328046244,0.0,-0.547411168870215,0.0,0.8119303121506775,0.0
2,3,1.0,0.06,1.2,false,0.2888463150316099,0.0,-0.547411168870215,0.0,0.8362574839018249,0.0
2,3,1.0,0.06,1.3,false,0.3074839376101505,0.0,-0.547411168870215,0.0,0.8548951064803656,0.0
2,3,1.0,0.06,1.4,false,0.3220165000520813,0.0,-0.547411168870215,0.0,0.8694276689222964,0.0
2,3,1.0,0.06,1.5,false,0.3335827422421173,0.0,-0.547411168870215,0.0,0.8809939111123324,0.0
2,3,1.0,0.06,1.6,false,0.34297465345965605,0.0,-0.547411168870215,0.0,0.8903858223298711,0.0
2,3,1.0,0.06,1.7,false,0.3507415611153404,0.0,-0.547411168870215,0.0,0.8981527299855554,0.0
2,3,1.0,0.06,1.8,false,0.3572689210694799,0.0,-0.547411168870215,0.0,0.904680089939695,0.0
2,3,1.0,0.06,1.9,false,0.3628320187448181,0.0,-0.547411168870215,0.0,0.9102431876150331,0.0
2,3,1.0,0.06,2.0,false,0.3676313408072232,0.0,-0.547411168870215,0.0,0.9150425096774382,0.0
2,3,1.0,0.1,-2.0,false,-4.528061095223479,0.0,-1.3109113873783793,0.0,-3.2171497078451,0.0
2,3,1.0,0.1,-1.9,false,-4.290116126268071,0.0,-1.3109113873783793,0.0,-2.979204738889692,0.0
2,3,1.0,0.1,-1.8,false,-4.062086512906063,0.0,-1.3109113873783793,0.0,-2.751175125527684,0.0
2,3,1.0,0.1,-1.7,false,-3.8436480322226565,0.0,-1.3109113873783793,0.0,-2.5327366448442774,0.0
2,3,1.0,0.1,-1.6,false,-3.634408485879894,0.0,-1.3109113873783793,0.0,-2.323497098501515,0.0
2,3,1.0,0.1,-1.5,false,-3.433990054243943,0.0,-1.3109113873783793,0.0,-2.123078666865564,0.0
2,3,1.0,0.1,-1.4,false,-3.242085823674865,0.0,-1.3109113873783793,0.0,-1.9311744362964858,0.0
2,3,1.0,0.1,-1.3,false,-3.0584781883705823,0.0,-1.3109113873783793,0.0,-1.747566800992203,0.0
2,3,1.0,0.1,-1.2,false,-2.883020512683354,0.0,-1.3109113873783793,0.0,-1.5721091253049748,0.0
2,3,1.0,0.1,-1.1,false,-2.715592248373017,0.0,-1.3109113873783793,0.0,-1.4046808609946375,0.0
2,3,1.0,0.1,-1.0,false,-2.556043135084249,0.0,-1.3109113873783793,0.0,-1.2451317477058697,0.0
2,3,1.0,0.1,-0.9,false,-2.404144590325617,0.0,-1.3109113873783793,0.0,-1.0932332029472376,0.0
2,3,1.0,0.1,-0.8,false,-2.2595639909378518,0.0,-1.3109113873783793,0.0,-0.9486526035594725,0.0
2,3,1.0,0.1,-0.7,false,-2.1218692066790172,0.0,-1.3109113873783793,0.0,-0.8109578193006379,0.0
2,3,1.0,0.1,-0.6,false,-1.9905595552773458,0.0,-1.3109113873783793,0.0,-0.6796481678989665,0.0
2,3,1.0,0.1,-0.5,false,-1.8651111884033362,0.0,-1.3109113873783793,0.0,-0.5541998010249569,0.0
2,3,1.0,0.1,-0.4,false,-1.7450235133594556,0.0,-1.3109113873783793,0.0,-0.4341121259810763,0.0
2,3,1.0,0.1,-0.3,false,-1.6298574509341333,0.0,-1.3109113873783793,0.0,-0.31894606355575394,0.0
2,3,1.0,0.1,-0.2,false,-1.5192621788415195,0.0,-1.3109113873783793,0.0,-0.20835079146314017,0.0
2,3,1.0,0.1,-0.1,false,-1.4129913268859853,0.0,-1.3109113873783793,0.0,-0.10207993950760597,0.0
2,3,1.0,0.1,0.0,false,-1.3109113873783793,0.0,-1.3109113873783793,0.0,0.0,0.0
2,3,1.0,0.1,0.1,false,-1.2130048854038318,0.0,-1.3109113873783793,0.0,0.09790650197454753,0.0
2,3,1.0,0.1,0.2,false,-1.1193694666343168,0.0,-1.3109113873783793,0.0,0.1915419207440625,0.0
2,3,1.0,0.1,0.3,false,-1.0302121292286155,0.0,-1.3109113873783793,0.0,0.2806992581497638,0.0
2,3,1.0,0.1,0.4,false,-0.945835788639815,0.0,-1.3109113873783793,0.0,0.3650755987385643,0.0
2,3,1.0,0.1,0.5,false,-0.8666138314760603,0.0,-1.3109113873783793,0.0,0.444297555902319,0.0
2,3,1.0,0.1,0.6,false,-0.7929484415615065,0.0,-1.3109113873783793,0.0,0.5179629458168729,0.0
2,3,1.0,0.1,0.7,false,-0.7252118552306931,0.0,-1.3109113873783793,0.0,0.5856995321476862,0.0
2,3,1.0,0.1,0.8,false,-0.663677086860332,0.0,-1.3109113873783793,0.0,0.6472343005180473,0.0
2,3,1.0,0.1,0.9,false,-0.6084537250007811,0.0,-1.3109113873783793,0.0,0.7024576623775982,0.0
