width,height,filling_factor,t,u_ib,qmc,steps,E_imp,E_imp_err,E_no_imp,E_no_imp_err,E_p,E_p_err
2,3,1.0,0.02,-0.8,false,1,-0.9235918282550709,0.0,-0.10975153868177596,0.0,-0.8138402895732949,0.0
2,3,1.0,0.02,-0.7,false,1,-0.8179540191071509,0.0,-0.10975153868177596,0.0,-0.7082024804253749,0.0
2,3,1.0,0.02,-0.6,false,1,-0.7147808263466763,0.0,-0.10975153868177596,0.0,-0.6050292876649003,0.0
2,3,1.0,0.02,-0.5,false,1,-0.6128138472718954,0.0,-0.10975153868177596,0.0,-0.5030623085901194,0.0
2,3,1.0,0.02,-0.4,false,1,-0.5115320944090578,0.0,-0.10975153868177596,0.0,-0.40178055572728183,0.0
2,3,1.0,0.02,-0.3,false,1,-0.4106868618677314,0.0,-0.10975153868177596,0.0,-0.30093532318595545,0.0
2,3,1.0,0.02,-0.2,false,1,-0.3101486914645241,0.0,-0.10975153868177596,0.0,-0.20039715278274817,0.0
2,3,1.0,0.02,-0.1,false,1,-0.20984831402493423,0.0,-0.10975153868177596,0.0,-0.10009677534315826,0.0
2,3,1.0,0.02,0.0,false,1,-0.10975153868177596,0.0,-0.10975153868177596,0.0,0.0,0.0
2,3,1.0,0.02,0.1,false,1,-0.00984871710676624,0.0,-0.10975153868177596,0.0,0.09990282157500972,0.0
2,3,1.0,0.02,0.2,false,1,0.08984785006553637,0.0,-0.10975153868177596,0.0,0.19959938874731234,0.0
2,3,1.0,0.02,0.3,false,1,0.18929995727697416,0.0,-0.10975153868177596,0.0,0.29905149595875014,0.0
2,3,1.0,0.02,0.4,false,1,0.2884304468183386,0.0,-0.10975153868177596,0.0,0.3981819855001146,0.0
2,3,1.0,0.02,0.5,false,1,0.38709169453806946,0.0,-0.10975153868177596,0.0,0.4968432332198454,0.0
2,3,1.0,0.02,0.6,false,1,0.48498677198004136,0.0,-0.10975153868177596,0.0,0.5947383106618174,0.0
2,3,1.0,0.02,0.7,false,1,0.5814422129385225,0.0,-0.10975153868177596,0.0,0.6911937516202985,0.0
2,3,1.0,0.02,0.8,false,1,0.6745876213446094,0.0,-0.10975153868177596,0.0,0.7843391600263854,0.0
2,3,1.0,0.02,0.9,false,1,0.7575260919925987,0.0,-0.10975153868177596,0.0,0.8672776306743747,0.0
2,3,1.0,0.02,1.0,false,1,0.8086134904664799,0.0,-0.10975153868177596,0.0,0.9183650291482559,0.0
2,3,1.0,0.02,1.1,false,1,0.8257379005448859,0.0,-0.10975153868177596,0.0,0.935489439226662,0.0
2,3,1.0,0.02,1.2,false,1,0.831997817910522,0.0,-0.10975153868177596,0.0,0.941749356592298,0.0
2,3,1.0,0.02,1.3,false,1,0.8351718888571871,0.0,-0.10975153868177596,0.0,0.9449234275389631,0.0
2,3,1.0,0.02,1.4,false,1,0.8371358235698951,0.0,-0.10975153868177596,0.0,0.9468873622516711,0.0
2,3,1.0,0.02,1.5,false,1,0.8385006779228268,0.0,-0.10975153868177596,0.0,0.9482522166046028,0.0
2,3,1.0,0.02,1.6,false,1,0.8395208655779988,0.0,-0.10975153868177596,0.0,0.9492724042597748,0.0
2,3,1.0,0.02,1.7,false,1,0.840321584598724,0.0,-0.10975153868177596,0.0,0.9500731232805,0.0
2,3,1.0,0.02,1.8,false,1,0.8409721494248458,0.0,-0.10975153868177596,0.0,0.9507236881066218,0.0
2,3,1.0,0.02,1.9,false,1,0.841514405985866,0.0,-0.10975153868177596,0.0,0.951265944667642,0.0
2,3,1.0,0.02,2.0,false,1,0.8419753359036348,0.0,-0.10975153868177596,0.0,0.9517268745854108,0.0
2,3,1.0,0.06,-2.0,false,1,-3.7801368407012177,0.0,-0.547411168870215,0.0,-3.2327256718310027,0.0
2,3,1.0,0.06,-1.9,false,1,-3.532664770231113,0.0,-0.547411168870215,0.0,-2.985253601360898,0.0
2,3,1.0,0.06,-1.8,false,1,-3.297006249475633,0.0,-0.547411168870215,0.0,-2.749595080605418,0.0
2,3,1.0,0.06,-1.7,false,1,-3.0722152717134157,0.0,-0.547411168870215,0.0,-2.5248041028432007,0.0
2,3,1.0,0.06,-1.6,false,1,-2.8569929472517943,0.0,-0.547411168870215,0.0,-2.3095817783815793,0.0
2,3,1.0,0.06,-1.5,false,1,-2.6502010052040714,0.0,-0.547411168870215,0.0,-2.1027898363338564,0.0
2,3,1.0,0.06,-1.4,false,1,-2.4511811750231547,0.0,-0.547411168870215,0.0,-1.9037700061529397,0.0
2,3,1.0,0.06,-1.3,false,1,-2.2598889514290676,0.0,-0.547411168870215,0.0,-1.7124777825588526,0.0
2,3,1.0,0.06,-1.2,false,1,-2.0769086135831043,0.0,-0.547411168870215,0.0,-1.5294974447128893,0.0
2,3,1.0,0.06,-1.1,false,1,-1.9033335491073256,0.0,-0.547411168870215,0.0,-1.3559223802371105,0.0
2,3,1.0,0.06,-1.0,false,1,-1.740403725519299,0.0,-0.547411168870215,0.0,-1.192992556649084,0.0
2,3,1.0,0.06,-0.9,false,1,-1.5888738476173183,0.0,-0.547411168870215,0.0,-1.0414626787471033,0.0
2,3,1.0,0.06,-0.8,false,1,-1.4484433853885665,0.0,-0.547411168870215,0.0,-0.9010322165183515,0.0
2,3,1.0,0.06,-0.7,false,1,-1.317752336556764,0.0,-0.547411168870215,0.0,-0.770341167686549,0.0
2,3,1.0,0.06,-0.6,false,1,-1.1949285894663793,0.0,-0.547411168870215,0.0,-0.6475174205961642,0.0
2,3,1.0,0.06,-0.5,false,1,-1.078168597060575,0.0,-0.547411168870215,0.0,-0.53075742819036,0.0
2,3,1.0,0.06,-0.4,false,1,-0.9660266507897163,0.0,-0.547411168870215,0.0,-0.41861548191950126,0.0
2,3,1.0,0.06,-0.3,false,1,-0.857457360314601,0.0,-0.547411168870215,0.0,-0.31004619144438594,0.0
2,3,1.0,0.06,-0.2,false,1,-0.751755561596566,0.0,-0.547411168870215,0.0,-0.20434439272635097,0.0
2,3,1.0,0.06,-0.1,false,1,-0.648482540654609,0.0,-0.547411168870215,0.0,-0.10107137178439396,0.0
2,3,1.0,0.06,0.0,false,1,-0.547411168870215,0.0,-0.547411168870215,0.0,0.0,0.0
2,3,1.0,0.06,0.1,false,1,-0.4484971294206658,0.0,-0.547411168870215,0.0,0.09891403944954924,0.0
2,3,1.0,0.06,0.2,false,1,-0.3518768022677983,0.0,-0.547411168870215,0.0,0.1955343666024167,0.0
2,3,1.0,0.06,0.3,false,1,-0.25789310505615803,0.0,-0.547411168870215,0.0,0.289518063814057,0.0
2,3,1.0,0.06,0.4,false,1,-0.16715245299769405,0.0,-0.547411168870215,0.0,0.38025871587252097,0.0
2,3,1.0,0.06,0.5,false,1,-0.08061265313425385,0.0,-0.547411168870215,0.0,0.46679851573596115,0.0
2,3,1.0,0.06,0.6,false,1,0.000321392897162057,0.0,-0.547411168870215,0.0,0.5477325617673771,0.0
2,3,1.0,0.06,0.7,false,1,0.07378655006041562,0.0,-0.547411168870215,0.0,0.6211977189306306,0.0
2,3,1.0,0.06,0.8,false,1,0.13773868930005922,0.0,-0.547411168870215,0.0,0.6851498581702742,0.0
2,3,1.0,0.06,0.9,false,1,0.1906811918283984,0.0,-0.547411168870215,0.0,0.7380923606986134,0.0
2,3,1.0,0.06,1.0,false,1,0.232491026241734,0.0,-0.547411168870215,0.0,0.779902195111949,0.0
2,3,1.0,0.06,1.1,false,1,0.26451914328046244,0.0,-0.547411168870215,0.0,0.8119303121506775,0.0
2,3,1.0,0.06,1.2,false,1,0.2888463150316099,0.0,-0.547411168870215,0.0,0.8362574839018249,0.0
2,3,1.0,0.06,1.3,false,1,0.3074839376101505,0.0,-0.547411168870215,0.0,0.8548951064803656,0.0
2,3,1.0,0.06,1.4,false,1,0.3220165000520813,0.0,-0.547411168870215,0.0,0.8694276689222964,0.0
2,3,1.0,0.06,1.5,false,1,0.3335827422421173,0.0,-0.547411168870215,0.0,0.8809939111123324,0.0
2,3,1.0,0.06,1.6,false,1,0.34297465345965605,0.0,-0.547411168870215,0.0,0.8903858223298711,0.0
2,3,1.0,0.06,1.7,false,1,0.3507415611153404,0.0,-0.547411168870215,0.0,0.8981527299855554,0.0
2,3,1.0,0.06,1.8,false,1,0.3572689210694799,0.0,-0.547411168870215,0.0,0.904680089939695,0.0
2,3,1.0,0.06,1.9,false,1,0.3628320187448181,0.0,-0.547411168870215,0.0,0.9102431876150331,0.0
2,3,1.0,0.06,2.0,false,1,0.3676313408072232,0.0,-0.547411168870215,0.0,0.9150425096774382,0.0
2,3,1.0,0.1,-2.0,false,1,-4.528061095223479,0.0,-1.3109113873783793,0.0,-3.2171497078451,0.0
2,3,1.0,0.1,-1.9,false,1,-4.290116126268071,0.0,-1.3109113873783793,0.0,-2.979204738889692,0.0
2,3,1.0,0.1,-1.8,false,1,-4.062086512906063,0.0,-1.3109113873783793,0.0,-2.751175125527684,0.0
2,3,1.0,0.1,-1.7,false,1,-3.8436480322226565,0.0,-1.3109113873783793,0.0,-2.5327366448442774,0.0
2,3,1.0,0.1,-1.6,false,1,-3.634408485879894,0.0,-1.3109113873783793,0.0,-2.323497098501515,0.0
2,3,1.0,0.1,-1.5,false,1,-3.433990054243943,0.0,-1.3109113873783793,0.0,-2.123078666865564,0.0
2,3,1.0,0.1,-1.4,false,1,-3.242085823674865,0.0,-1.3109113873783793,0.0,-1.9311744362964858,0.0
2,3,1.0,0.1,-1.3,false,1,-3.0584781883705823,0.0,-1.3109113873783793,0.0,-1.747566800992203,0.0
2,3,1.0,0.1,-1.2,false,1,-2.883020512683354,0.0,-1.3109113873783793,0.0,-1.5721091253049748,0.0
2,3,1.0,0.1,-1.1,false,1,-2.715592248373017,0.0,-1.3109113873783793,0.0,-1.4046808609946375,0.0
2,3,1.0,0.1,-1.0,false,1,-2.556043135084249,0.0,-1.3109113873783793,0.0,-1.2451317477058697,0.0
2,3,1.0,0.1,-0.9,false,1,-2.404144590325617,0.0,-1.3109113873783793,0.0,-1.0932332029472376,0.0
2,3,1.0,0.1,-0.8,false,1,-2.2595639909378518,0.0,-1.3109113873783793,0.0,-0.9486526035594725,0.0
2,3,1.0,0.1,-0.7,false,1,-2.1218692066790172,0.0,-1.3109113873783793,0.0,-0.8109578193006379,0.0
2,3,1.0,0.1,-0.6,false,1,-1.9905595552773458,0.0,-1.3109113873783793,0.0,-0.6796481678989665,0.0
2,3,1.0,0.1,-0.5,false,1,-1.8651111884033362,0.0,-1.3109113873783793,0.0,-0.5541998010249569,0.0
2,3,1.0,0.1,-0.4,false,1,-1.7450235133594556,0.0,-1.3109113873783793,0.0,-0.4341121259810763,0.0
2,3,1.0,0.1,-0.3,false,1,-1.6298574509341333,0.0,-1.3109113873783793,0.0,-0.31894606355575394,0.0
2,3,1.0,0.1,-0.2,false,1,-1.5192621788415195,0.0,-1.3109113873783793,0.0,-0.20835079146314017,0.0
2,3,1.0,0.1,-0.1,false,1,-1.4129913268859853,0.0,-1.3109113873783793,0.0,-0.10207993950760597,0.0
2,3,1.0,0.1,0.0,false,1,-1.3109113873783793,0.0,-1.3109113873783793,0.0,0.0,0.0
2,3,1.0,0.1,0.1,false,1,-1.2130048854038318,0.0,-1.3109113873783793,0.0,0.09790650197454753,0.0
