m,t,n,u_ib,E_no_imp,E_imp,Ep,Z
3,0.09,1.0,0.2,-1.351522630861825,-1.1607611635952564,0.1907614672665685,0.995776010810534
3,0.091,0.7777777777777778,0.2,-1.7038284789774432,-1.5606268076545282,0.14320167132291495,0.9930760409697483
3,0.091,1.0,0.2,-1.3805245606528342,-1.1898263312328963,0.19069822941993797,0.9957802374175733
3,0.092,0.7777777777777778,0.2,-1.7291031336725697,-1.5858293452106536,0.14327378846191618,0.9932009767359798
3,0.092,1.0,0.2,-1.4097197734029565,-1.2190807873493517,0.19063898605360485,0.9957863779444894
3,0.093,0.7777777777777778,0.2,-1.7544684250234266,-1.6111243096116643,0.14334411541176229,0.9933215696867934
3,0.093,1.0,0.2,-1.4391023577945465,-1.2485187984408004,0.19058355935374616,0.9957942926861625
3,0.094,0.7777777777777778,0.2,-1.7799226734210245,-1.6365099328167665,0.14341274060425802,0.9934380406345026
3,0.094,1.0,0.2,-1.4686666276960498,-1.2781348516669675,0.19053177602908233,0.9958038489998288
3,0.095,0.7777777777777778,0.2,-1.8054642278851554,-1.6619844806373738,0.14347974724778156,0.9935505965430297
3,0.095,1.0,0.2,-1.4984071158339773,-1.3079236480021021,0.1904834678318752,0.9958149212835593
3,0.096,0.7777777777777778,0.2,-1.8310914662019313,-1.6875462525527827,0.14354521364914863,0.9936594315141124
3,0.096,1.0,0.2,-1.5283185670108064,-1.3378800950659178,0.1904384719448886,0.9958273908855356
3,0.097,0.7777777777777778,0.2,-1.8568027949999548,-1.7131935814844585,0.14360921351549627,0.9937647276965783
3,0.097,1.0,0.2,-1.558395931008712,-1.3679992997550456,0.19039663125366646,0.9958411459582337
3,0.098,0.7777777777777778,0.2,-1.8825966497695863,-1.7389248335322764,0.14367181623730985,0.9938666561251787
3,0.098,1.0,0.2,-1.5886343552969309,-1.398276560775215,0.19035779452171586,0.995856081269749
3,0.099,0.7777777777777778,0.2,-1.9084714948299089,-1.7647384076758195,0.1437330871540894,0.993965377494857
3,0.099,1.0,0.2,-1.6190291776409966,-1.428707361156903,0.19032181648409363,0.9958720979826876
3,0.1,0.7777777777777778,0.2,-1.9344258232473124,-1.7906327354439877,0.14379308780332467,0.9940610428758172
3,0.1,1.0,0.2,-1.6495759186948429,-1.4592873608215224,0.19028855787332044,0.9958891034094229
3,0.101,0.7777777777777778,0.2,-1.960458156710019,-1.816606280555811,0.14385187615420802,0.9941537943743296
3,0.101,1.0,0.2,-1.6802702746417604,-1.4900123892521722,0.1902578853895882,0.9959070107511754
3,0.102,0.7777777777777778,0.2,-1.986567045362169,-1.842657538535473,0.14390950682669595,0.9942437657436743
3,0.102,1.0,0.2,-1.7111081099373817,-1.520878438311512,0.19022967162586973,0.9959257388270036
3,0.103,0.7777777777777778,0.2,-2.012751067601241,-1.8687850363041447,0.143966031297096,0.9943310829492915
3,0.103,1.0,0.2,-1.742085450196675,-1.5518816552397194,0.19020379495695544,0.9959452117977932
3,0.104,0.7777777777777778,0.2,-2.0390088298421967,-1.8949873317514139,0.14402149809078274,0.9944158646918609
3,0.104,1.0,0.2,-1.7731984752575194,-1.5830183358573373,0.19018013940018202,0.9959653588893156
3,0.105,0.7777777777777778,0.2,-2.065338966251675,-1.921263013288654,0.14407595296302084,0.9944982228916639
3,0.105,1.0,0.2,-1.8044435124455547,-1.614284917990994,0.19015859445456068,0.995986114117665
3,0.106,0.7777777777777778,0.2,-2.0917401384552483,-1.9476106993867406,0.14412943906850767,0.994578263137361
3,0.106,1.0,0.2,-1.835817030058124,-1.6456779751343344,0.19013905492378952,0.99600741601963
3,0.107,0.7777777777777778,0.2,-2.1182110352207073,-1.9740290381003478,0.14418199712035945,0.9946560851019464
3,0.107,1.0,0.2,-1.8673156310797232,-1.6771942103517483,0.19012142072797483,0.9960292073899845
3,0.108,0.7777777777777778,0.2,-2.144750372120069,-2.0005167065807807,0.14423366553928835,0.9947317829285403
3,0.108,1.0,0.2,-1.8989360471366599,-1.708830450428801,0.19010559670785881,0.9960514350272607
3,0.109,0.7777777777777778,0.2,-2.1713568911727763,-2.0270724105793922,0.144284480593384,0.9948054455883174
