N,t,Ep,Ep_err
9,0.96,0.19658518183055307,0.0
9,0.97,0.19661202182640114,0.0
9,0.98,0.19663843297588635,0.0
9,0.99,0.196664425660674,0.0
9,1.0,0.19669000992593055,0.0
9,1.01,0.1967151954938311,0.0
9,1.02,0.19673999177696722,0.0
9,1.03,0.1967644078897477,0.0
9,1.04,0.19678845266151157,0.0
9,1.05,0.19681213464624125,0.0
9,1.06,0.19683546213433623,0.0
9,1.07,0.19685844316261036,0.0
9,1.08,0.19688108552315242,0.0
9,1.09,0.19690339677410496,0.0
9,1.1,0.19692538424703976,0.0
9,1.11,0.19694705505613808,0.0
9,1.12,0.1969684161062979,0.0
9,1.13,0.19698947410063639,0.0
9,1.14,0.19701023554785468,0.0
9,1.15,0.19703070676943746,0.0
9,1.16,0.19705089390616504,0.0
9,1.17,0.1970708029248769,0.0
9,1.18,0.19709043962449702,0.0
9,1.19,0.19710980964175384,0.0
9,1.2,0.19712891845736902,0.0
9,1.21,0.1971477714004628,0.0
9,1.22,0.19716637365534684,0.0
9,1.23,0.19718473026504135,0.0
9,1.24,0.19720284613659,0.0
9,1.25,0.19722072604595553,0.0
9,1.26,0.19723837464199168,0.0
9,1.27,0.19725579645091962,0.0
9,1.28,0.19727299588006542,0.0
9,1.29,0.19728997722232933,0.0
9,1.3,0.1973067446593051,0.0
9,1.31,0.19732330226508132,0.0
9,1.32,0.19733965401018505,0.0
9,1.33,0.19735580376413253,0.0
9,1.34,0.19737175529908857,0.0
9,1.35,0.19738751229278684,0.0
9,1.36,0.19740307833159942,0.0
9,1.37,0.19741845691313742,0.0
9,1.38,0.1974336514497388,0.0
9,1.39,0.19744866526975802,0.0
9,1.4,0.1974635016213977,0.0
9,1.41,0.1974781636746732,0.0
9,1.42,0.1974926545233373,0.0
9,1.43,0.1975069771880138,0.0
9,1.44,0.19752113461778897,0.0
9,1.45,0.19753512969233622,0.0
9,1.46,0.1975489652244029,0.0
9,1.47,0.19756264396106094,0.0
9,1.48,0.19757616858643523,0.0
9,1.49,0.19758954172289034,0.0
9,1.5,0.19760276593289916,0.0
9,1.51,0.19761584372128826,0.0
9,1.52,0.19762877753599106,0.0
9,1.53,0.19764156977036418,0.0
9,1.54,0.19765422276466538,0.0
9,1.55,0.19766673880690622,0.0
9,1.56,0.19767912013510447,0.0
9,1.57,0.19769136893825046,0.0
9,1.58,0.19770348735747234,0.0
9,1.59,0.1977154774878338,0.0
9,1.6,0.19772734137926484,0.0
9,1.61,0.1977390810377342,0.0
9,1.62,0.19775069842654247,0.0
9,1.63,0.19776219546760743,0.0
9,1.64,0.1977735740423343,0.0
9,1.65,0.19778483599250585,0.0
9,1.66,0.1977959831219911,0.0
9,1.67,0.19780701719697902,0.0
9,1.68,0.19781793994732855,0.0
9,1.69,0.19782875306752778,0.0
9,1.7,0.1978394582177101,0.0
9,1.71,0.1978500570240591,0.0
9,1.72,0.19786055108005218,0.0
9,1.73,0.1978709419474054,0.0
9,1.74,0.1978812311566065,0.0
9,1.75,0.1978914202070925,0.0
9,1.76,0.19790151056967975,0.0
9,1.77,0.1979115036862087,0.0
9,1.78,0.1979214009695225,0.0
9,1.79,0.1979312038054566,0.0
9,1.8,0.19794091355318688,0.0
9,1.81,0.19795053154554232,0.0
9,1.82,0.1979600590896089,0.0
9,1.83,0.19796949746807968,0.0
9,1.84,0.19797884793918374,0.0
9,1.85,0.19798811173650144,0.0
9,1.86,0.19799729007138023,0.0
9,1.87,0.19800638413285654,0.0
9,1.88,0.19801539508661037,0.0
9,1.89,0.19802432407788917,0.0
9,1.9,0.19803317222974748,0.0
9,1.91,0.19804194064563685,0.0
9,1.92,0.19805063040846704,0.0
9,1.93,0.1980592425815937,0.0
9,1.94,0.198067778208463,0.0
9,1.95,0.1980762383147292,0.0
9,1.96,0.19808462390737347,0.0
9,1.97,0.19809293597464706,0.0
9,1.98,0.19810117548844453,0.0
9,1.99,0.19810934340286845,0.0
9,2.0,0.19811744065495418,0.0
